xYear,xMonth,State,County,Age_Group,rundatetime,PatCount_Opioid,Population
2025,1,CA,Napa,>= 65 yrs,07SEP2025:04:03:55,1812,"140,274"
2025,1,CA,Nevada,>= 65 yrs,07SEP2025:04:03:55,1981,"96,666"
2025,1,CA,Orange,>= 65 yrs,07SEP2025:04:03:55,29009,"3,175,209"
2025,1,CA,Placer,>= 65 yrs,07SEP2025:04:03:55,6526,"388,469"
2025,1,CA,Plumas,>= 65 yrs,07SEP2025:04:03:55,305,"17,201"
2025,1,CA,Riverside,>= 65 yrs,07SEP2025:04:03:55,30020,"2,413,438"
2025,1,CA,Sacramento,>= 65 yrs,07SEP2025:04:03:55,18611,"1,526,256"
2025,1,CA,San Benito,>= 65 yrs,07SEP2025:04:03:55,425,"58,830"
2025,1,CA,San Bernardino,>= 65 yrs,07SEP2025:04:03:55,23977,"2,145,184"
2025,1,CA,San Diego,>= 65 yrs,07SEP2025:04:03:55,29765,"3,310,766"
2025,1,CA,San Francisco,>= 65 yrs,07SEP2025:04:03:55,5057,"874,961"
2025,1,CA,San Joaquin,>= 65 yrs,07SEP2025:04:03:55,8228,"741,463"
2025,1,CA,San Luis Obispo,>= 65 yrs,07SEP2025:04:03:55,4127,"280,493"
2025,1,CA,San Mateo,>= 65 yrs,07SEP2025:04:03:55,5281,"737,926"
2025,1,CA,Santa Barbara,>= 65 yrs,07SEP2025:04:03:55,4991,"445,342"
2025,1,CA,Santa Clara,>= 65 yrs,07SEP2025:04:03:55,10387,"1,952,377"
2025,1,CA,Santa Cruz,>= 65 yrs,07SEP2025:04:03:55,3231,"293,319"
2025,1,CA,Shasta,>= 65 yrs,07SEP2025:04:03:55,4051,"186,541"
2025,1,CA,Sierra,>= 65 yrs,07SEP2025:04:03:55,28,"2,755"
2025,1,CA,Siskiyou,>= 65 yrs,07SEP2025:04:03:55,882,"44,533"
2025,1,CA,Solano,>= 65 yrs,07SEP2025:04:03:55,5657,"440,759"
2025,1,CA,Sonoma,>= 65 yrs,07SEP2025:04:03:55,7969,"500,203"
2025,1,CA,Stanislaus,>= 65 yrs,07SEP2025:04:03:55,8851,"547,424"
2025,1,CA,Sutter,>= 65 yrs,07SEP2025:04:03:55,1650,"95,364"
2025,1,CA,Tehama,>= 65 yrs,07SEP2025:04:03:55,1048,"55,078"
2025,1,CA,Trinity,>= 65 yrs,07SEP2025:04:03:55,298,"12,562"
2025,1,CA,Tulare,>= 65 yrs,07SEP2025:04:03:55,5353,"458,532"
2025,1,CA,Tuolumne,>= 65 yrs,07SEP2025:04:03:55,1273,"52,508"
2025,1,CA,Ventura,>= 65 yrs,07SEP2025:04:03:55,10023,"852,332"
2025,1,CA,Yolo,>= 65 yrs,07SEP2025:04:03:55,2064,"219,016"
2025,1,CA,Yuba,>= 65 yrs,07SEP2025:04:03:55,1253,"75,465"
2025,2,CA,Alameda,15-24 yrs,07SEP2025:04:03:55,760,"1,662,647"
2025,2,CA,Alpine,15-24 yrs,07SEP2025:04:03:55,0,"1,006"
2025,2,CA,Amador,15-24 yrs,07SEP2025:04:03:55,18,"38,522"
2025,2,CA,Butte,15-24 yrs,07SEP2025:04:03:55,181,"226,231"
2025,2,CA,Calaveras,15-24 yrs,07SEP2025:04:03:55,21,"45,558"
2025,2,CA,Colusa,15-24 yrs,07SEP2025:04:03:55,25,"21,729"
2025,2,CA,Contra Costa,15-24 yrs,07SEP2025:04:03:55,646,"1,136,283"
2025,2,CA,Del Norte,15-24 yrs,07SEP2025:04:03:55,14,"27,495"
2025,2,CA,El Dorado,15-24 yrs,07SEP2025:04:03:55,141,"188,491"
2025,2,CA,Fresno,15-24 yrs,07SEP2025:04:03:55,732,"989,136"
2025,2,CA,Glenn,15-24 yrs,07SEP2025:04:03:55,30,"28,267"
2025,2,CA,Humboldt,15-24 yrs,07SEP2025:04:03:55,85,"136,041"
2025,2,CA,Imperial,15-24 yrs,07SEP2025:04:03:55,61,"176,081"
2025,2,CA,Inyo,15-24 yrs,07SEP2025:04:03:55,11,"19,272"
2025,2,CA,Kern,15-24 yrs,07SEP2025:04:03:55,702,"889,141"
2025,2,CA,Kings,15-24 yrs,07SEP2025:04:03:55,127,"149,259"
2025,2,CA,Lake,15-24 yrs,07SEP2025:04:03:55,42,"64,223"
2025,2,CA,Lassen,15-24 yrs,07SEP2025:04:03:55,9,"33,006"
2025,2,CA,Los Angeles,15-24 yrs,07SEP2025:04:03:55,4177,10074537
2025,2,CA,Madera,15-24 yrs,07SEP2025:04:03:55,103,"154,817"
